1	LAUER	Good evening, everyone, from the Carrier Intrepid here in New York City.
2	LAUER	In just a couple of short months, Americans are going to vote in a critical election.
3	LAUER	Hillary Clinton and Donald Trump are vying not only to become president of the United States, but one of them will become the leader of the most potent military force the world has ever seen.
4	LAUER	I’m standing in a place where I can actually see the site of the World Trade Center.
5	LAUER	Fifteen years ago this week, the worst terror attack on American soil changed the world and launched this nation into years of war.
6	LAUER	Tonight’s forum is a great opportunity for these nominees to talk about national security and the complex global issues that face our nation.
7	LAUER	And they’ll get to tell you why they are ready for the role of commander-in-chief.
8	SYSTEM	(BEGIN VIDEO CLIP)
9	KENNEDY	It shall be the policy of this nation to regard any nuclear missile launched from Cuba as an attack by the Soviet Union on the United States.
10	JOHNSON	I have today ordered to Vietnam the Air Mobile Division.
11	REAGAN	Air and naval forces of the United States launched a series of strikes against the headquarters and military assets that support Moammar Gadhafi.
12	GEORGE H.W. BUSH	No president can easily commit our sons and daughters to war.
13	BILL CLINTON	We can and will succeed because our mission is clear and our troops are strong.
14	GEORGE W. BUSH	I can hear you.
15	GEORGE W. BUSH	The rest of the world hears you.
16	GEORGE W. BUSH	And the people who knocked these buildings down will hear all of us soon.
17	OBAMA	I can report to the American people the United States has conducted an operation that killed Osama bin Laden, the leader of Al Qaida.
18	SYSTEM	(END VIDEO CLIP)
19	ANNOUNCER	The Commander-in-Chief Forum, live from the Carrier Intrepid in New York.
20	ANNOUNCER	Here now is Matt Lauer.
21	LAUER	Good evening, everyone.
22	LAUER	The decisions a commander-in- chief makes can have a profound and lasting impact on all Americans, but none more so than the brave men and women who serve, fight, and die for our country.
23	LAUER	What makes tonight’s forum unique, some of the questions will be asked by U.S. military veterans who are in our audience.
24	LAUER	The presidential nominees will appear back-to-back tonight.
25	LAUER	After a coin toss yesterday won by Mr. Trump, he chose to go second.
26	LAUER	So that means we begin tonight with the Democratic nominee for president.
27	LAUER	Ladies and gentlemen, please welcome Hillary Clinton.
28	SYSTEM	(APPLAUSE)
29	CLINTON	Matt, how are you?
30	CLINTON	Good to see you.
31	CLINTON	Thank you.
32	CLINTON	Hi.
33	CLINTON	How are you?
34	LAUER	Good to have you.
35	SYSTEM	(APPLAUSE)
36	LAUER	Nice to see you.
37	LAUER	Good evening.
38	CLINTON	Thank you very much.
39	CLINTON	I’m happy you’re doing this.
40	LAUER	Let me — thank you very much, I’m happy to be here.
41	LAUER	Let me ask you something ahead of time that I’ll ask Mr. Trump in a half an hour.
42	LAUER	To the best of your ability tonight, can we talk about your qualities and your qualifications to be commander-in-chief and not use this as an opportunity to attack Mr. Trump, all right?
43	LAUER	And I’ll ask him the exact same thing.
44	CLINTON	I think that’s an exactly right way to proceed.
45	LAUER	OK.
46	CLINTON	This is a very important decision for our country.
47	CLINTON	And each of us should be presenting our experience, our expertise, and our plans to protect and defend the United States and our allies around the world.
48	LAUER	What is the most important characteristic that a commander-in-chief can possess?
49	CLINTON	Steadiness.
50	CLINTON	An absolute rock steadiness, and mixed with strength to be able to make the hard decisions.
51	CLINTON	Because I’ve had the unique experience of watching and working with several presidents.
52	CLINTON	And these are not easy decisions.
53	CLINTON	If they were, they wouldn’t get to the president in the first place.
54	CLINTON	And when you’re sitting in the Situation Room, as I have on numerous occasions, particularly with respect to determining whether to recommend the raid against bin Laden, what you want in a president, a commander-in-chief, is someone who listens, who evaluates what is being told to him or her, who is able to sort out the very difficult options being presented…
55	LAUER	You’re talking about judgment.
56	CLINTON	… and then makes the decision.
57	CLINTON	Makes the decision, that’s right.
58	LAUER	So judgment is a key.
59	CLINTON	Temperament and judgment, yes.
60	LAUER	The word “judgment” has been used a lot around you, Secretary Clinton, over the last year-and-a-half, and in particular concerning your use of your personal e-mail and server to communicate while you were secretary of state.
61	LAUER	You’ve said it’s a mistake.
62	CLINTON	Mm-hmm.
63	LAUER	You said you made not the best choice.
64	LAUER	You were communicating on highly sensitive topics.
65	LAUER	Why wasn’t it more than a mistake?
66	LAUER	Why wasn’t it disqualifying, if you want to be commander-in- chief?
67	CLINTON	Well, Matt, first of all, as I have said repeatedly, it was a mistake to have a personal account.
68	CLINTON	I would certainly not do it again.
69	CLINTON	I make no excuses for it.
70	CLINTON	It was something that should not have been done.
71	CLINTON	But the real question is the handling of classified material, which is I think what the implication of your question was.
72	CLINTON	And for all the viewers watching you tonight, I have a lot of experience dealing with classified material, starting when I was on the Senate Armed Services Committee going into the four years as secretary of state.
73	CLINTON	Classified material has a header which says “top secret,” “secret,” “confidential.” Nothing — and I will repeat this, and this is verified in the report by the Department of Justice — none of the e-mails sent or received by me had such a header.
74	LAUER	Were some of the e-mails sent or received by you referring to our drone program, our covert drone program?
75	CLINTON	Yes, because — of course, there were no discussions of any of the covert actions in process being determined about whether or not to go forward.
76	CLINTON	But every part of our government had to deal with questions, and the secretary of state’s office was first and foremost.
77	CLINTON	So there are ways of talking about the drone program…
78	SYSTEM	(CROSSTALK)
79	LAUER	And you said you thought your communications on that were fairly routine?
80	CLINTON	Well, let me say, the FBI just released their report about their investigation, they discussed drone matters in the unclassified section of their report.
81	LAUER	But Director Comey also said this after reviewing all the information.
82	LAUER	He said there is evidence to support a conclusion that any reasonable person in Secretary Clinton’s position should have known that an unclassified system was no place for that conversation.
83	CLINTON	Well, Matt, I just respectfully point to the hundreds of experienced foreign policy experts, diplomats, defense officials who were communicating information on the unclassified system because it was necessary to answer questions and to be able publicly to go as far as we could, which was not acknowledging the program.
84	CLINTON	But I would be in Pakistan, as I was on several occasions.
85	CLINTON	There might very well have been a strike.
86	CLINTON	I would be asked in a public setting, in an interview, about it.
87	CLINTON	It was known to have happened.
88	CLINTON	We had to have an answer that did not move into classified area.
89	CLINTON	And I think we handled that appropriately.
90	LAUER	You mentioned you’re in Pakistan.
91	LAUER	Some of the e-mails you sent and received happened while you were overseas.
92	LAUER	And Director Comey also said that while they have no proof, we assessed that it is possible that hostile actors gained access to Secretary Clinton’s personal e-mail accounts.
93	CLINTON	Matt, there is no evidence.
94	CLINTON	Of course anything is possible.
95	CLINTON	But what is factual is the State Department system was hacked.
96	CLINTON	Most of the government systems are way behind the curve.
97	CLINTON	We’ve had hacking repeatedly, even in the White House.
98	CLINTON	There is no evidence my system was hacked.
